dataset,split,class,image_path,width,height,label_path,label_count
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0857.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0858.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0859.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0860.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0861.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0862.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0863.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0864.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0865.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0866.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0867.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0868.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0869.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0870.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0871.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0872.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0873.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0874.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0875.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0876.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0877.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0878.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0879.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0880.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0881.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0882.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0883.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0884.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0885.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0886.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0887.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0888.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0889.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0890.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0891.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0892.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0893.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0894.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0895.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0896.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0897.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0898.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0899.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0900.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0901.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0902.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0903.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0904.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0905.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0906.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0907.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0908.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0909.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0910.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0911.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0912.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0913.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0914.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0915.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0916.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0917.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0918.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0919.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0920.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0921.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0922.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0923.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0924.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0925.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0926.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0927.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0928.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0929.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0930.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0931.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0932.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0933.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0934.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0935.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0936.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0937.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0938.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0939.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0940.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0941.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0942.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0943.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0944.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0945.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0946.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0947.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0948.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0949.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0950.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0951.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0952.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0953.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0954.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0955.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0956.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0957.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0958.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0959.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0960.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0961.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0962.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0963.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0964.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0965.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0966.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0967.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0968.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0969.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0970.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0971.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0972.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0973.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0974.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0975.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0976.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0977.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0978.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0979.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0980.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0981.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0982.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0983.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0984.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0985.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0986.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0987.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0988.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0989.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0990.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0991.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0992.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0993.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0994.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0995.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0996.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0997.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0998.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data0999.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1000.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1001.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1002.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1003.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1004.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1005.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1006.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1007.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1008.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1009.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1010.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1011.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1012.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1013.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1014.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1015.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1016.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1017.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1018.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1019.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1020.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1021.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1022.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1023.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1024.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1025.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1026.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1027.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1028.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1029.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1030.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1031.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1032.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1033.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1034.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1035.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1036.jpg,800,800,,
other,,,dataset/Dragon Fruit Quality Grading Dataset/Augmented Dataset/Defect Dragon Fruit/Defect_Dragon_Augmented_Data1037.jpg,800,800,,
